Member_number,Recency,Frequency,Monetary
4002,118,14,151.55
4003,7,9,69.04
4004,234,10,76.8
4005,596,4,24.5
4006,12,12,132.81
4007,7,11,87.2
4008,225,9,92.62
4009,169,11,57.6
4010,1,6,19.4
4011,489,2,11.0
4012,228,13,97.0
4013,287,9,70.38
4014,45,8,38.66
4015,278,17,108.04
4016,253,6,60.4
4017,56,8,47.3
4018,43,17,152.1
4019,124,17,119.9
4020,263,5,39.4
4021,425,6,41.8
4022,152,8,86.0
4023,343,2,3.4
4024,75,14,142.9
4025,56,12,73.82
4027,184,4,25.8
4028,175,10,156.5
4029,429,1,1.6
4030,8,20,145.05
4031,73,7,23.0
4032,142,4,16.6
4033,207,6,33.7
4034,47,6,44.7
4035,149,12,57.4
4036,218,12,94.35
4037,1,10,76.9
4038,54,14,91.6
4039,3,12,88.2
4040,271,11,87.3
4041,75,10,70.3
4042,13,16,102.35
4043,343,2,12.6
4044,29,10,148.4
4045,8,11,149.9
4046,366,9,42.42
4047,299,4,32.44
4048,236,8,42.65
4049,151,12,174.9
4050,177,9,93.5
4051,336,6,37.1
4052,253,5,24.82
4053,283,6,59.5
4054,238,5,91.2
4056,71,16,134.45
4058,0,7,78.99
4059,237,9,92.7
4060,19,7,101.9
4061,235,6,66.8
4062,398,2,4.6
4063,48,9,37.8
4064,104,6,83.9
4065,176,13,58.04
4066,393,8,75.9
4067,75,6,80.4
4068,19,12,97.3
4069,241,11,45.7
4070,156,6,43.1
4071,76,9,115.26
4072,138,2,9.4
4073,58,13,120.75
4074,111,9,70.2
4075,359,8,66.0
4076,222,12,84.6
4077,148,14,110.7
4079,101,6,37.0
4080,180,8,54.9
4081,71,6,31.44
4082,243,11,135.7
4083,502,2,40.9
4084,57,11,89.8
4085,92,9,49.1
4086,410,13,176.95
4087,126,5,35.3
4088,98,10,69.23
4089,87,6,56.65
4090,307,6,44.12
4091,2,14,118.95
4092,91,10,137.5
4093,478,4,22.3
4094,275,10,48.1
4095,1,6,128.9
4096,184,10,173.0
4097,32,14,77.8
4098,327,11,90.1
4099,337,5,8.5
4100,252,8,65.35
4101,244,8,98.3
4103,157,9,68.5
4104,30,16,132.35
4105,27,10,96.5
4106,127,13,89.8
4107,45,12,126.65
4108,94,14,135.35
4109,87,13,87.95
4110,32,16,124.95
4112,247,18,170.0
4113,139,12,86.2
4114,145,10,72.1
4115,222,11,52.22
4116,243,8,60.0
4117,20,15,124.64
4118,6,2,19.4
4119,235,9,91.8
4120,19,11,108.6
4121,59,15,76.52
4122,68,9,70.25
4123,16,4,24.0
4124,112,17,130.05
4125,199,11,57.6
4126,419,7,82.4
4127,48,11,89.35
4129,53,17,129.64
4130,54,16,180.2
4131,276,11,136.8
4132,393,9,56.16
4133,156,13,79.8
4134,32,14,104.95
4135,598,4,19.4
4136,141,6,28.6
4138,81,12,133.39
4139,34,6,36.9
4141,48,3,25.1
4142,43,2,4.9
4144,54,8,78.8
4145,263,6,31.84
4146,324,15,85.9
4147,105,12,119.1
4148,265,12,83.05
4149,285,9,52.8
4150,126,12,113.7
4151,58,1,3.6
4152,195,16,115.0
4153,156,22,163.0
4154,181,8,80.0
4155,97,17,157.5
4156,149,13,131.64
4157,360,6,61.7
4158,4,4,16.85
4159,2,6,66.2
4160,140,13,126.92
4161,97,5,57.6
4162,8,14,114.0
4163,214,15,130.5
4164,461,10,127.05
4165,134,20,163.15
4166,54,14,58.26
4167,115,6,38.75
4168,392,4,39.7
4169,36,15,128.2
4170,172,15,119.65
4171,210,8,47.9
4172,83,9,50.15
4173,233,4,56.2
4174,438,4,37.5
4175,335,7,101.8
4176,239,7,37.66
4177,198,10,70.3
4178,47,20,113.15
4179,284,9,121.1
4180,49,13,92.11
4181,479,3,20.0
4182,131,14,126.1
4183,349,17,70.39
4184,15,8,22.5
4185,348,6,47.0
4186,66,3,25.3
4187,63,21,189.73
4188,497,2,6.72
4189,110,6,27.1
4190,3,21,120.49
4191,57,13,122.8
4192,14,15,68.7
4193,122,8,62.54
4194,233,14,127.2
4195,90,10,74.76
4196,53,10,39.9
4197,57,17,183.1
4198,287,5,57.9
4199,1,11,76.94
4200,555,3,53.76
4201,77,12,101.65
4202,28,13,138.4
4204,75,10,89.84
4205,311,4,51.5
4206,384,14,89.75
4207,124,15,105.55
4209,519,4,35.8
4210,145,4,50.44
4211,470,12,130.0
4212,243,11,79.75
4213,129,8,111.9
4214,84,13,94.6
4215,183,18,150.7
4216,246,11,48.9
4218,88,12,191.35
4219,75,8,57.5
4220,39,16,165.5
4221,306,8,83.96
4222,3,13,135.99
4223,84,17,124.2
4224,24,12,109.6
4225,236,6,24.4
4226,24,9,89.45
4227,132,7,106.1
4228,256,13,83.36
4229,132,8,48.8
4230,55,9,97.6
4231,353,5,68.9
4232,11,12,94.45
4233,197,11,83.3
4235,11,19,211.84
4236,35,14,193.4
4237,589,2,24.7
4238,18,8,65.5
4239,322,4,101.8
4240,26,15,76.17
4241,454,6,27.1
4242,21,7,27.76
4243,130,16,213.34
4244,60,10,62.7
4245,209,9,54.6
4246,29,8,71.3
4248,447,2,11.7
4249,26,11,87.28
4250,431,4,39.76
4251,9,21,161.99
4252,264,9,131.16
4254,138,6,58.42
4255,119,11,99.36
4256,590,6,59.2
4257,131,13,191.75
4258,19,13,130.7
4259,189,12,46.37
4260,44,12,64.2
4261,317,12,157.25
4262,75,17,137.1
4264,233,9,60.9
4265,18,10,49.9
4266,152,19,130.5
4267,81,14,143.7
4268,249,12,75.75
4269,273,9,94.2
4270,325,6,44.72
4271,376,5,52.04
4273,199,8,49.1
4274,91,12,103.6
4275,110,15,144.6
4277,24,23,129.66
4278,545,4,43.8
4281,73,13,108.96
4282,190,4,41.2
4283,558,7,91.9
4284,77,10,62.3
4285,1,8,60.65
4286,109,13,79.8
4287,146,6,39.5
4288,47,12,131.0
4289,83,9,115.3
4290,482,7,42.85
4291,21,14,86.36
4292,25,20,189.7
4294,27,14,66.6
4295,65,11,98.7
4296,126,10,86.4
4297,64,23,145.52
4298,158,8,45.45
4299,138,15,135.69
4300,270,7,41.1
4301,10,15,138.26
4304,319,8,50.36
4305,159,15,117.66
4306,2,12,81.15
4307,543,2,21.96
4308,25,19,92.12
4309,106,4,11.7
4310,306,7,68.7
4311,389,5,39.8
4312,16,17,151.06
4313,155,10,97.42
4314,242,17,76.9
4315,248,7,25.2
4316,353,20,186.46
4318,489,6,39.95
4319,52,14,77.56
4320,19,15,79.8
4321,64,18,159.6
4322,27,11,77.7
4323,13,12,111.7
4324,359,13,155.8
4325,77,9,142.7
4326,54,12,111.36
4327,248,5,32.76
4329,433,7,43.75
4330,191,18,188.9
4331,111,6,50.0
4332,36,4,30.25
4333,182,2,22.8
4334,50,15,78.05
4335,25,17,135.32
4336,81,15,122.5
4337,65,9,129.34
4339,405,6,43.76
4340,5,13,128.5
4341,430,7,53.23
4342,287,10,49.3
4343,9,7,55.78
4344,238,9,87.8
4345,336,6,93.06
4347,298,4,22.5
4348,263,12,65.0
4349,291,7,48.1
4351,131,13,184.4
4352,1,13,114.75
4353,128,16,169.0
4354,348,4,34.7
4355,39,9,50.0
4356,29,9,134.5
4357,81,9,72.8
4358,54,6,107.3
4359,97,9,60.85
4360,310,6,66.25
4361,116,8,46.25
4362,172,15,123.55
4363,182,6,76.9
4364,6,22,157.05
4365,313,3,6.5
4366,139,2,5.7
4367,45,12,81.31
4368,79,8,36.4
4369,127,10,58.3
4370,572,8,64.35
4371,192,9,75.45
4372,153,16,76.65
4373,140,7,104.6
4374,467,4,47.7
4375,86,12,82.6
4377,310,11,58.5
4378,240,4,14.5
4379,90,4,17.6
4380,57,11,175.9
4381,91,6,64.3
4382,47,4,85.8
4383,393,4,23.7
4384,99,14,99.6
4385,43,5,53.38
4386,113,2,4.5
4387,105,17,115.2
4388,285,14,146.25
4390,344,5,63.4
4391,279,14,143.84
4392,32,12,86.42
4393,36,5,51.4
4394,412,9,79.9
4395,188,8,98.5
4396,201,4,82.22
4397,186,11,43.84
4398,51,10,81.9
4400,19,6,33.02
4401,447,9,40.2
4402,447,5,97.9
4403,101,11,65.45
4404,446,7,63.6
4405,161,10,72.7
4406,217,17,91.42
4407,314,6,41.85
4408,254,9,45.92
4409,349,7,27.34
4410,79,11,61.55
4411,161,6,76.8
4412,10,13,171.56
4413,80,7,49.5
4414,341,7,69.26
4415,337,8,44.2
4416,7,16,72.3
4417,226,15,217.2
4418,87,8,134.6
4419,7,2,4.6
4420,308,6,54.2
4422,437,6,53.32
4424,75,8,143.65
4425,74,2,23.7
4426,207,15,114.5
4427,333,12,128.7
4428,129,6,39.7
4429,162,3,23.5
4430,28,14,170.7
4431,44,14,72.8
4432,96,10,73.1
4433,219,17,165.2
4435,389,8,15.7
4436,7,2,24.1
4439,131,8,54.3
4440,29,12,118.2
4441,51,16,133.3
4442,32,14,143.7
4443,415,7,56.5
4444,85,15,110.8
4445,29,15,141.2
4447,243,2,6.8
4448,358,12,121.7
4449,275,10,78.0
4450,153,7,60.8
4451,402,2,18.9
4452,37,4,44.6
4453,129,16,154.6
4454,7,3,14.1
4455,4,16,105.66
4456,144,17,91.55
4457,118,10,63.8
4459,12,12,76.1
4460,171,8,49.15
4461,320,9,81.0
4462,206,11,43.3
4463,57,10,111.3
4464,70,17,89.6
4465,366,4,51.6
4466,118,9,54.0
4467,38,11,95.4
4468,198,16,152.8
4469,73,7,111.2
4470,7,14,117.0
4471,305,9,81.0
4472,445,2,9.0
4473,114,14,177.5
4474,20,11,72.5
4475,271,5,62.1
4477,318,7,58.95
4478,26,9,72.05
4479,323,9,29.1
4480,566,5,46.06
4481,467,3,28.1
4482,30,11,98.2
4483,137,4,21.53
4484,33,6,41.92
4485,158,12,128.55
4487,163,19,194.7
4488,379,6,44.0
4489,41,8,67.94
4491,468,2,17.1
4492,199,9,85.0
4493,62,9,50.1
4495,14,23,160.55
4496,341,2,13.0
4497,206,4,21.2
4498,255,11,88.2
4499,62,15,203.26
4500,205,10,75.6
4501,198,13,73.22
4502,38,9,42.04
4503,11,11,130.3
4504,117,14,76.3
4505,257,13,118.75
4506,141,2,8.7
4507,137,6,59.7
4508,84,13,61.4
4510,118,17,189.76
4511,184,7,70.7
4512,9,15,193.2
4513,56,5,53.49
4514,531,2,14.6
4515,198,19,128.5
4516,23,7,45.2
4517,430,2,26.0
4518,163,5,32.8
4519,57,5,101.6
4521,106,2,10.0
4522,226,8,21.9
4523,63,12,203.95
4524,4,22,153.0
4525,84,15,129.4
4526,128,20,153.76
4527,73,11,76.5
4528,78,4,15.4
4529,220,10,71.36
4530,109,4,10.6
4531,75,17,109.07
4532,31,6,65.1
4533,223,6,32.4
4534,441,4,37.5
4535,25,7,23.4
4536,108,11,80.0
4537,10,13,116.5
4538,32,8,84.8
4539,296,9,47.3
4540,71,12,179.76
4541,256,10,140.4
4542,346,6,47.7
4543,68,6,83.5
4544,343,12,65.65
4546,118,11,127.7
4547,346,6,57.3
4548,153,15,150.7
4550,51,15,118.6
4551,155,4,38.4
4552,74,8,28.5
4553,200,7,44.7
4554,125,9,102.6
4555,53,14,77.7
4556,135,9,118.2
4557,72,8,143.0
4558,269,6,73.9
4559,232,10,54.2
4560,180,4,23.2
4561,482,9,66.4
4562,419,4,11.4
4563,186,12,116.8
4564,56,17,142.26
4565,0,1,1.1
4566,122,13,153.96
4567,89,12,134.0
4569,156,12,125.14
4570,130,6,32.5
4571,269,6,59.5
4572,62,18,134.8
4573,7,16,112.5
4574,30,21,135.9
4575,20,7,29.94
4576,104,14,159.4
4577,56,6,86.25
4578,478,9,62.44
4579,62,16,111.15
4580,31,8,124.02
4581,271,6,34.0
4582,47,9,63.7
4583,310,10,62.05
4584,28,10,174.3
4585,93,21,156.55
4586,460,7,59.1
4587,586,2,17.6
4588,52,21,176.2
4589,22,16,179.9
4590,498,2,9.6
4591,200,9,68.0
4592,22,16,142.9
4593,134,10,59.0
4594,190,18,160.6
4595,145,4,28.1
4596,208,10,92.0
4597,170,6,61.9
4598,42,18,114.7
4600,169,11,98.65
4601,15,15,166.65
4602,126,3,63.5
4603,343,10,85.12
4604,21,4,62.3
4605,68,6,49.9
4606,229,13,109.2
4607,15,8,66.6
4608,35,12,114.0
4609,53,4,71.0
4610,164,12,97.05
4611,125,5,28.3
4612,244,4,23.1
4613,227,12,82.82
4614,67,10,36.6
4615,427,5,53.3
4616,136,13,72.2
4617,401,9,87.3
4618,14,12,108.5
4619,197,5,56.1
4620,294,9,60.36
4622,475,8,60.94
4623,175,14,121.4
4625,267,5,30.5
4626,6,7,44.7
4627,12,4,108.5
4629,44,10,61.42
4630,549,2,15.7
4632,87,10,80.0
4633,135,14,133.8
4634,229,8,92.2
4635,75,8,35.5
4636,264,17,213.55
4637,230,11,128.9
4638,422,8,81.52
4639,403,2,28.6
4640,96,9,37.69
4641,31,10,89.3
4642,27,4,19.57
4643,28,16,122.15
4644,127,6,47.4
4645,1,20,101.9
4646,152,12,98.14
4647,316,4,42.4
4648,83,9,73.1
4649,451,11,53.86
4650,381,11,71.32
4651,192,7,47.5
4652,266,13,114.3
4653,416,4,13.4
4654,472,7,65.06
4655,150,10,54.5
4656,5,21,200.3
4657,137,20,166.8
4658,169,8,21.9
4659,369,8,76.6
4660,173,8,104.7
4661,234,17,139.1
4662,43,15,82.54
4664,218,8,59.6
4665,307,8,59.42
4666,28,20,210.57
4667,127,17,159.0
4668,332,6,43.2
4669,188,10,116.48
4670,80,7,32.9
4671,151,22,182.45
4672,55,7,68.6
4673,385,7,107.4
4674,578,6,31.2
4675,60,10,70.6
4676,349,12,95.5
4677,76,7,38.2
4678,13,12,94.2
4680,125,9,107.39
4681,110,14,143.62
4682,227,6,34.2
4684,404,10,67.1
4685,56,15,145.5
4686,48,13,68.3
4687,98,10,63.6
4688,89,16,95.6
4689,114,7,20.9
4690,375,9,81.7
4691,79,8,97.26
4692,64,15,129.0
4693,134,18,105.39
4694,42,20,152.54
4696,134,7,37.2
4697,110,12,69.32
4698,66,7,99.8
4699,151,18,162.93
4700,186,16,98.45
4701,244,8,37.95
4702,52,7,48.39
4703,436,2,8.2
4704,131,11,106.6
4705,222,10,55.8
4706,37,6,73.9
4707,322,4,10.7
4708,89,14,157.8
4709,509,6,55.3
4710,235,9,87.9
4711,104,8,53.55
4712,381,10,107.9
4713,336,6,46.8
4714,122,4,28.4
4715,385,12,96.3
4716,304,4,64.6
4717,228,15,97.72
4718,117,13,125.49
4719,2,16,124.1
4720,311,13,113.4
4721,177,19,156.9
4722,14,10,117.9
4723,222,6,64.0
4724,118,4,38.9
4725,28,10,72.22
4726,175,8,62.4
4727,39,10,39.5
4728,115,10,74.49
4729,266,6,28.74
4730,399,4,15.6
4731,270,5,44.4
4732,392,2,66.2
4733,296,9,73.14
4734,38,10,147.1
4735,273,12,162.1
4736,162,11,122.6
4737,102,2,18.0
4738,137,6,46.5
4739,391,4,13.2
4740,89,10,78.7
4741,96,16,109.4
4742,45,15,179.1
4743,179,13,118.64
4744,63,15,61.4
4745,6,17,155.98
4746,21,14,137.8
4747,128,16,175.42
4748,15,12,66.2
4749,318,9,82.75
4750,100,11,94.52
4751,41,6,50.8
4752,226,8,55.45
4755,3,3,9.9
4756,103,14,198.5
4757,197,12,101.4
4758,389,9,39.7
4759,313,11,148.85
4760,272,18,122.7
4761,113,12,81.55
4762,61,13,73.98
4763,63,8,36.8
4764,94,8,53.95
4765,178,8,97.35
4766,92,17,119.26
4768,292,4,57.0
4769,101,12,107.85
4770,594,7,63.5
4771,369,7,53.2
4772,376,10,81.85
4773,51,17,147.1
4774,167,4,44.5
4776,66,17,125.7
4778,128,15,146.4
4779,51,16,117.9
4780,102,20,127.22
4781,38,6,67.1
4782,136,10,88.05
4783,69,21,190.16
4784,110,5,114.0
4785,108,12,109.42
4786,395,7,76.1
4787,140,12,117.9
4788,246,13,152.02
4789,110,11,207.05
4790,137,11,53.39
4792,163,4,18.7
4793,36,10,107.4
4794,64,11,68.8
4795,153,2,13.5
4796,127,14,95.6
4797,179,11,141.6
4798,39,8,45.84
4799,252,19,171.85
4800,6,15,205.6
4801,148,5,29.2
4802,507,2,30.0
4803,365,6,19.0
4804,3,17,167.54
4805,78,4,12.0
4806,36,11,87.0
4807,195,13,144.0
4808,132,11,91.08
4809,93,12,99.26
4810,137,4,37.4
4811,58,7,32.9
4812,217,15,105.3
4813,148,7,73.9
4814,108,14,110.7
4816,152,2,3.2
4817,10,12,102.0
4818,285,8,43.5
4819,90,12,71.05
4820,23,18,133.8
4821,32,14,97.59
4822,179,12,50.8
4823,470,8,67.46
4824,559,2,11.6
4825,45,14,160.0
4826,198,13,180.3
4827,33,14,108.7
4828,80,23,201.41
4829,57,4,25.2
4830,372,8,36.7
4832,27,13,140.02
4833,295,7,57.95
4834,247,2,7.8
4835,21,13,77.84
4837,28,10,86.8
4838,333,8,75.3
4839,11,8,45.34
4840,208,10,79.4
4841,13,11,46.9
4842,22,12,79.89
4843,231,11,104.85
4844,310,2,23.4
4845,79,8,102.2
4846,391,5,15.0
4847,330,9,46.42
4848,77,6,48.5
4849,227,7,48.64
4850,168,4,41.9
4851,10,14,145.2
4852,131,20,108.8
4853,87,12,123.6
4854,372,8,44.35
4855,243,10,108.8
4856,346,8,51.85
4857,155,4,35.1
4858,318,6,50.6
4859,112,8,112.0
4860,411,13,69.76
4861,108,6,34.4
4862,229,12,95.3
4863,0,4,36.1
4865,408,5,71.5
4866,131,6,27.1
4867,62,11,180.0
4868,242,13,51.7
4869,271,10,82.3
4870,547,6,24.4
4871,45,7,100.12
4872,432,12,111.62
4873,118,7,61.7
4874,7,5,43.95
4876,312,8,61.9
4877,54,21,147.41
4878,100,7,71.8
4879,79,9,99.15
4880,475,6,127.1
4881,155,8,59.94
4882,60,4,36.6
4883,124,10,99.52
4885,75,2,16.4
4886,338,10,121.31
4887,413,6,47.9
4888,320,6,39.55
4889,330,3,6.4
4890,107,12,93.6
4891,85,13,111.1
4892,261,12,96.2
4893,304,8,109.9
4894,7,8,81.0
4895,114,10,41.35
4896,67,8,71.3
4897,400,8,79.6
4898,157,6,57.2
4899,292,9,67.7
4900,455,4,26.1
4901,319,8,70.0
4902,258,6,25.0
4903,22,8,48.1
4904,389,2,14.5
4905,35,2,33.2
4906,91,11,107.34
4907,253,5,29.7
4908,224,7,74.19
4909,65,6,55.7
4910,35,6,74.9
4911,357,10,50.75
4913,151,7,31.4
4914,31,9,95.16
4915,103,16,88.4
4916,304,13,141.5
4917,393,6,45.4
4918,337,5,17.7
4919,275,8,58.9
4920,312,4,19.0
4922,13,10,106.0
4923,98,13,93.07
4924,107,14,87.4
4925,377,11,87.89
4926,405,2,2.9
4927,72,5,29.2
4928,134,3,68.4
4929,156,14,86.95
4930,504,3,18.7
4931,240,14,68.1
4932,40,14,95.9
4933,306,21,113.05
4934,60,8,37.0
4935,272,8,62.4
4936,290,4,31.1
4937,185,16,172.04
4938,20,16,124.87
4939,77,16,110.7
4940,131,8,82.75
4942,37,10,98.1
4943,155,6,34.1
4944,88,9,53.05
4945,150,2,12.0
4946,56,18,162.5
4947,42,14,154.25
4948,586,4,27.6
4949,134,2,15.2
4950,252,9,52.72
4951,36,13,137.6
4952,69,15,172.5
4953,81,16,144.9
4954,97,8,60.0
4955,385,6,39.8
4956,405,8,45.3
4957,515,6,63.4
4958,172,13,189.7
4959,183,12,98.1
4960,133,9,36.0
4961,423,2,16.2
4962,276,11,118.8
4963,366,8,69.1
4964,30,4,23.15
4965,80,4,59.9
4966,339,6,55.6
4967,98,12,151.4
4968,47,7,121.2
4969,218,13,94.36
4970,144,7,70.5
4971,227,6,41.4
4972,327,13,138.7
4973,581,3,16.4
4974,420,4,34.24
4975,58,13,110.7
4976,166,7,88.4
4977,132,9,72.85
4979,250,7,28.6
4980,492,2,20.75
4981,354,9,98.1
4982,151,3,9.6
4983,382,6,29.22
4984,248,7,22.15
4985,4,8,25.97
4986,332,12,86.95
4987,357,7,26.4
4988,10,17,134.2
4989,194,10,86.2
4990,16,8,99.4
4991,373,10,61.34
4992,193,11,133.9
4993,324,10,96.78
4994,325,2,13.5
4995,576,4,29.0
4996,36,10,28.5
4997,3,6,93.0
4998,77,2,33.0
4999,4,16,164.86
5000,323,7,21.8
